Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g),Meal Time
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Ginger Chicken, Vegetable Cutlets, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Ginger Chicken, Vegetable Cutlets, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Carrot,  Potatoes,  leeks,  Jackfruit","500.0, 100.0, 100.0, 75.0, 15.0, 72.5, 200.0, 20.0, 200.0, 40.0, 20.0, 1.0, 150.0, 155.0, 30.0, 70.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLK012, SLK002,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018",8270,230.85,572,527.55,189.75,13445.3,692.65,3206.75,23.9,4027.15,2890.2,2049.25,680.35,12255,11394.2,7812.75,12930.3,33.9,435.35,Lunch/Dinner
Vegetable Fried Rice,"Parippu, Wambatu Moju, Devilled Chicken, Cashew Curry, Ginger Chicken","Vegetable Fried Rice with Parippu, Wambatu Moju, Devilled Chicken, Cashew Curry, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion, Cashew,  Chillies,  Ginger","500.0, 100.0, 120.0, 77.0, 15.0, 12.5, 150.0, 25.0, 1.0, 80.0, 40.0, 19.0, 150.0, 30.0, 15.0, 0.75, 40.0, 75.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLD017, SLD084, SLH006, SLI004,  SLI005, SLK002, SLK012",14210,461.1,849.6,1140.9,395.4,13625.1,801.35,3294.45,48.25,5001.05,8610.2,5139.25,959.05,32300,60579.2,155012.75,71715.3,59.1,951.1,Lunch/Dinner
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies,  Potatoes, cheese,  pepper","500.0, 100.0, 100.0, 75.0, 15.0, 72.5, 200.0, 40.0, 200.0, 40.0, 20.0, 1.0, 150.0, 175.0, 90.0, 10.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLK012, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018",10690,419,730.25,585.9,189.75,14507.4,692.65,3211.25,32.25,7459.05,6725.2,2203.7,7629.45,13850,19914.2,11932.75,15480.3,33.9,435.35,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Chickpea Salad, Devilled Beef","Chicken Biryani with Chicken Curry, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 45.0, 9.0, 7.5, 120.0, 10.0, 120.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI013, SLB002, SLD021, SLH016, SLJ002, SLK002",8517,233.16,670.71,377.52,106.08,8031.3,404.64,2194.77,15.24,2544,2351.28,1169.91,591.93,8025,15713.79,14355.12,8356.02,32.07,252.72,Lunch/Dinner
Chicken Biryani,"Devilled Fish, Ginger Chicken, Chickpea Salad","Chicken Biryani with Devilled Fish, Ginger Chicken, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Chicken,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 30.0, 15.0, 0.75, 40.0, 100.0, 50.0, 10.0, 60.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLK012, SLK002, SLI013, SLB002, SLD021",5505,169.95,350.79,405.81,119.88,8069.91,416.76,2257.05,15.09,2591.67,1833.27,1264.08,469.05,8127,6935.55,4735.56,7923.21,36,264.21,Lunch/Dinner
Chicken Biryani,"Devilled Fish, Devilled Beef, Ginger Chicken","Chicken Biryani with Devilled Fish, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Beef,  Oil,  chillies, Chicken,  Ginger,  Chillies","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 30.0, 15.0, 0.75, 40.0, 160.0, 60.0, 5.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLH016, SLJ002, SLK002, SLK012",8052,205.86,664.2,301.41,100.68,4353.63,412.05,1892.55,14.88,2347.74,2290.23,1280.07,410.94,7704,16032.51,14456.46,8487.99,10.65,257.55,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Chicken Curry, Chickpea Salad","Chicken Biryani with Chicken Curry, Chicken Curry, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 65.0, 9.0, 17.5, 200.0, 5.0, 60.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI013, SLB002, SLD021",5220,156.42,346.08,361.77,93.36,7910.37,391.77,2101.53,13.32,2468.85,1514.79,973.56,425.04,5787,5873.55,4413.81,5538.21,29.07,246.96,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Chicken Curry, Devilled Beef","Chicken Biryani with Chicken Curry, Chicken Curry, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 65.0, 9.0, 17.5, 200.0, 5.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLH016, SLJ002, SLK002",7884,199.17,661.77,273.12,86.88,4308.57,399.93,1806.87,13.83,2285.67,2151.24,1100.28,375.75,6501,15360.51,14243.13,7428.99,6.72,246.06,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Beef,  Oil,  chillies,  Ginger,  Chillies","300.0, 150.0, 60.0, 45.0, 9.0, 12.5, 120.0, 10.0, 160.0, 60.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLH016, SLJ002, SLK002, SLK012",8052,205.86,664.2,301.41,100.68,4353.63,412.05,1892.55,14.88,2347.74,2290.23,1280.07,410.94,7704,16032.51,14456.46,8487.99,10.65,257.55,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies","300.0, 150.0, 60.0, 45.0, 9.0, 37.5, 120.0, 100.0, 20.0, 10.0, 0.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002",4872,135.96,341.85,301.41,100.68,4347.18,412.05,1869.15,13.68,2333.34,1633.23,1194.45,252.87,6603,6582.27,4623.57,6996.18,10.65,257.55,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Fish, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies","300.0, 150.0, 60.0, 45.0, 9.0, 27.5, 120.0, 10.0, 100.0, 20.0, 10.0, 0.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLK012, SLK002",4872,135.96,341.85,301.41,100.68,4347.18,412.05,1869.15,13.68,2333.34,1633.23,1194.45,252.87,6603,6582.27,4623.57,6996.18,10.65,257.55,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Chickpea Salad, Ginger Chicken","Chicken Biryani with Chicken Curry, Chickpea Salad, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Chickpeas,  Carrot,  Cabbage,  Ginger,  Chillies","300.0, 150.0, 60.0, 45.0, 9.0, 37.5, 120.0, 10.0, 120.0, 60.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI013, SLB002, SLD021, SLK012, SLK002",5505,169.95,350.79,405.81,119.88,8069.91,416.76,2257.05,15.09,2591.67,1833.27,1264.08,469.05,8127,6935.55,4735.56,7923.21,36,264.21,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies","300.0, 150.0, 60.0, 45.0, 9.0, 37.5, 120.0, 100.0, 20.0, 10.0, 0.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002",4872,135.96,341.85,301.41,100.68,4347.18,412.05,1869.15,13.68,2333.34,1633.23,1194.45,252.87,6603,6582.27,4623.57,6996.18,10.65,257.55,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken, Devilled Beef","Chicken Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 60.0, 12.0, 65.0, 160.0, 150.0, 30.0, 15.0, 0.75, 100.0, 50.0, 10.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLH016, SLJ002",10736,274.48,885.6,401.88,134.24,5804.84,549.4,2523.4,19.84,3130.32,3053.64,1706.76,547.92,10272,21376.68,19275.28,11317.32,14.2,343.4,Lunch/Dinner
Chicken Biryani,"Devilled Chicken, Devilled Fish, Ginger Chicken, Ginger Chicken","Chicken Biryani with Devilled Chicken, Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Fish,  Ginger,  Chillies","400.0, 200.0, 80.0, 20.0, 12.0, 60.0, 350.0, 70.0, 35.0, 1.75, 60.0, 150.0, 75.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLK012, SLK002",6496,181.28,455.8,401.88,134.24,5796.24,549.4,2492.2,18.24,3111.12,2177.64,1592.6,337.16,8804,8776.36,6164.76,9328.24,14.2,343.4,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Chicken Curry, Devilled Fish, Ginger Chicken","Chicken Biryani with Chicken Curry, Chicken Curry, Devilled Fish, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies","400.0, 200.0, 80.0, 90.0, 12.0, 45.0, 280.0, 10.0, 100.0, 20.0, 10.0, 0.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLK012, SLK002",6496,181.28,455.8,401.88,134.24,5796.24,549.4,2492.2,18.24,3111.12,2177.64,1592.6,337.16,8804,8776.36,6164.76,9328.24,14.2,343.4,Lunch/Dinner
Chicken Biryani,"Ginger Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Chicken Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 20.0, 12.0, 15.0, 250.0, 125.0, 30.0, 180.0, 90.0, 60.0, 160.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002",11580,319.8,897.52,541.08,159.84,10768.48,555.68,3040.6,21.72,3474.76,3320.36,1799.6,836.16,12304,21847.72,19424.6,12553.36,48,352.28,Lunch/Dinner
Chicken Biryani,"Devilled Chicken, Ginger Chicken, Chickpea Salad, Devilled Beef","Chicken Biryani with Devilled Chicken, Ginger Chicken, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 20.0, 12.0, 70.0, 200.0, 40.0, 20.0, 1.0, 150.0, 75.0, 20.0, 120.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002",11580,319.8,897.52,541.08,159.84,10768.48,555.68,3040.6,21.72,3474.76,3320.36,1799.6,836.16,12304,21847.72,19424.6,12553.36,48,352.28,Lunch/Dinner
Chicken Biryani,"Devilled Fish, Ginger Chicken, Chickpea Salad, Devilled Beef","Chicken Biryani with Devilled Fish, Ginger Chicken, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Chicken,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 200.0, 40.0, 20.0, 1.0, 60.0, 150.0, 75.0, 20.0, 120.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLK012, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002",11580,319.8,897.52,541.08,159.84,10768.48,555.68,3040.6,21.72,3474.76,3320.36,1799.6,836.16,12304,21847.72,19424.6,12553.36,48,352.28,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish, Chickpea Salad","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Fish, Chickpeas,  Carrot,  Cabbage","400.0, 200.0, 80.0, 60.0, 12.0, 25.0, 160.0, 250.0, 50.0, 25.0, 1.25, 40.0, 20.0, 60.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLI013, SLB002, SLD021",6960,208.56,461.44,482.36,124.48,10547.16,522.36,2802.04,17.76,3291.8,2019.72,1298.08,566.72,7716,7831.4,5885.08,7384.28,38.76,329.28,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Fish, Chickpea Salad, Devilled Beef","Chicken Biryani with Chicken Curry, Devilled Fish, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 60.0, 12.0, 10.0, 160.0, 15.0, 150.0, 30.0, 15.0, 0.75, 40.0, 120.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLI013, SLB002, SLD021, SLH016, SLJ002, SLK002",11356,310.88,894.28,503.36,141.44,10708.4,539.52,2926.36,20.32,3392,3135.04,1559.88,789.24,10700,20951.72,19140.16,11141.36,42.76,336.96,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Chickpeas,  Carrot,  Cabbage,  Ginger,  Chillies","400.0, 200.0, 80.0, 60.0, 12.0, 55.0, 160.0, 150.0, 30.0, 15.0, 0.75, 40.0, 120.0, 60.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI013, SLB002, SLD021, SLK012, SLK002",7340,226.6,467.72,541.08,159.84,10759.88,555.68,3009.4,20.12,3455.56,2444.36,1685.44,625.4,10836,9247.4,6314.08,10564.28,48,352.28,Lunch/Dinner
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Fish,  Ginger,  Chillies","400.0, 200.0, 80.0, 60.0, 12.0, 45.0, 160.0, 250.0, 50.0, 25.0, 1.25, 40.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLK012, SLK002",6496,181.28,455.8,401.88,134.24,5796.24,549.4,2492.2,18.24,3111.12,2177.64,1592.6,337.16,8804,8776.36,6164.76,9328.24,14.2,343.4,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef","Vegetable Biryani with Chicken Curry, Ginger Chicken, Devilled Beef","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 45.0, 9.0, 17.799999999999997, 120.0, 100.0, 50.0, 10.0, 80.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLH016, SLJ002",8142,208.41,665.55,316.53,113.85,8073.63,415.59,1947.45,15.54,2430.69,2391.12,1315.17,566.28,8454,16286.76,14520.54,9249.99,20.34,261.21,Lunch/Dinner
Vegetable Biryani,"Devilled Fish, Ginger Chicken, Chickpea Salad","Vegetable Biryani with Devilled Fish, Ginger Chicken, Chickpea Salad","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Chicken,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 15.0, 9.0, 7.800000000000001, 150.0, 30.0, 15.0, 0.75, 40.0, 100.0, 50.0, 10.0, 60.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLH006, SLK012, SLK002, SLI013, SLD021",5505,169.95,350.79,405.81,119.88,8069.91,416.76,2257.05,15.09,2591.67,1833.27,1264.08,469.05,8127,6935.55,4735.56,7923.21,36,264.21,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad","Vegetable Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 45.0, 9.0, 17.799999999999997, 120.0, 100.0, 20.0, 10.0, 0.5, 20.0, 60.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLI013, SLD021",5220,156.42,346.08,361.77,93.36,7910.37,391.77,2101.53,13.32,2468.85,1514.79,973.56,425.04,5787,5873.55,4413.81,5538.21,29.07,246.96,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Devilled Fish, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Fish, Devilled Beef","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 45.0, 9.0, 7.800000000000001, 120.0, 10.0, 100.0, 20.0, 10.0, 0.5, 20.0, 80.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLH016, SLJ002, SLK002",7974,201.72,663.12,288.24,100.05,8028.57,403.47,1861.77,14.49,2368.62,2252.13,1135.38,531.09,7251,15614.76,14307.21,8190.99,16.41,249.72,Lunch/Dinner
Vegetable Biryani,"Devilled Fish, Ginger Chicken, Ginger Chicken","Vegetable Biryani with Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Chicken,  Ginger,  Chillies","300.0, 150.0, 60.0, 15.0, 9.0, 7.800000000000001, 150.0, 30.0, 15.0, 0.75, 50.0, 150.0, 75.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLH006, SLK012, SLK002",4962,138.51,343.2,316.53,113.85,8067.18,415.59,1924.05,14.34,2416.29,1734.12,1229.55,408.21,7353,6836.52,4687.65,7758.18,20.34,261.21,Lunch/Dinner
Vegetable Biryani,"Ginger Chicken, Chickpea Salad, Ginger Chicken","Vegetable Biryani with Ginger Chicken, Chickpea Salad, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 15.0, 9.0, 37.8, 200.0, 100.0, 20.0, 120.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLI013, SLD021",5505,169.95,350.79,405.81,119.88,8069.91,416.76,2257.05,15.09,2591.67,1833.27,1264.08,469.05,8127,6935.55,4735.56,7923.21,36,264.21,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Fish","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Fish","300.0, 150.0, 60.0, 45.0, 9.0, 17.799999999999997, 120.0, 150.0, 30.0, 15.0, 0.75, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006",4677,124.98,338.49,272.49,87.33,7907.64,390.6,1768.53,12.57,2293.47,1415.64,939.03,364.2,5013,5774.52,4365.9,5373.18,13.41,243.96,Lunch/Dinner
Vegetable Biryani,"Devilled Chicken, Chickpea Salad, Devilled Beef","Vegetable Biryani with Devilled Chicken, Chickpea Salad, Devilled Beef","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 15.0, 9.0, 7.800000000000001, 150.0, 30.0, 15.0, 0.75, 40.0, 120.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLI013, SLD021, SLH016, SLJ002, SLK002",8517,233.16,670.71,377.52,106.08,8031.3,404.64,2194.77,15.24,2544,2351.28,1169.91,591.93,8025,15713.79,14355.12,8356.02,32.07,252.72,Lunch/Dinner
Vegetable Biryani,"Chickpea Salad, Devilled Beef, Ginger Chicken","Vegetable Biryani with Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies, Chicken,  Ginger,  Chillies","300.0, 150.0, 60.0, 15.0, 9.0, 7.800000000000001, 180.0, 90.0, 60.0, 160.0, 60.0, 5.0, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI013, SLD021, SLH016, SLJ002, SLK002, SLH006, SLK012",8685,239.85,673.14,405.81,119.88,8076.36,416.76,2280.45,16.29,2606.07,2490.27,1349.7,627.12,9228,16385.79,14568.45,9415.02,36,264.21,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef","Vegetable Biryani with Chicken Curry, Ginger Chicken, Devilled Beef","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 45.0, 9.0, 17.799999999999997, 120.0, 100.0, 50.0, 10.0, 80.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLH016, SLJ002",8142,208.41,665.55,316.53,113.85,8073.63,415.59,1947.45,15.54,2430.69,2391.12,1315.17,566.28,8454,16286.76,14520.54,9249.99,20.34,261.21,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad, Devilled Beef","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 60.0, 12.0, 25.4, 160.0, 150.0, 30.0, 15.0, 0.75, 40.0, 120.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLI013, SLD021, SLH016, SLJ002, SLK002",11356,310.88,894.28,503.36,141.44,10708.4,539.52,2926.36,20.32,3392,3135.04,1559.88,789.24,10700,20951.72,19140.16,11141.36,42.76,336.96,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken, Chickpea Salad","Vegetable Biryani with Chicken Curry, Devilled Fish, Ginger Chicken, Chickpea Salad","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage","400.0, 200.0, 80.0, 60.0, 12.0, 50.400000000000006, 160.0, 15.0, 150.0, 30.0, 15.0, 0.75, 100.0, 50.0, 10.0, 60.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLK012, SLK002, SLI013, SLD021",7340,226.6,467.72,541.08,159.84,10759.88,555.68,3009.4,20.12,3455.56,2444.36,1685.44,625.4,10836,9247.4,6314.08,10564.28,48,352.28,Lunch/Dinner
Vegetable Biryani,"Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Beef","Vegetable Biryani with Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Beef","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Beef,  Oil,  chillies","400.0, 200.0, 80.0, 90.0, 12.0, 35.4, 280.0, 100.0, 20.0, 10.0, 0.5, 20.0, 80.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLH016, SLJ002, SLK002",10632,268.96,884.16,384.32,133.4,10704.76,537.96,2482.36,19.32,3158.16,3002.84,1513.84,708.12,9668,20819.68,19076.28,10921.32,21.88,332.96,Lunch/Dinner
