Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Vegetable Fried Rice,"Chicken Curry, Parippu, Devilled Chicken, Devilled Fish, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Parippu, Devilled Chicken, Devilled Fish, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder,  Chili, Fish,  leeks,  Jackfruit,  Potatoes,  pepper","100, 50.0, 20, 45.0, 8.0, 17.5, 90.0, 20.0, 10.0, 5.0, 10.0, 50.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLK002, SLF006,  SLD055,  SLD049"
Vegetable Fried Rice,"Chicken Curry, Parippu, Wambatu Moju, Cashew Curry, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Parippu, Wambatu Moju, Cashew Curry, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Eggplant,  Vinegar, tomato sause, Cashew,  Coconut milk,  Chillies,  Potatoes,  Chillies","100, 50.0, 20, 10.0, 8.0, 2.5, 40.0, 20.0, 10.0, 5.0, 20.0, 0.5, 5.0, 50.0, 25.0, 10.0, 40.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLD019, SLI017, , SLI004,  SLI005, SLK002,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ginger Chicken, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ginger Chicken, Fish Cutlets, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Ginger, Fish,  Potatoes,  Chillies,  leeks,  Jackfruit,  pepper","100, 50.0, 20, 25.0, 8.0, 12.5, 140.0, 10.0, 15.0, 25.0, 30.0, 50.0, 10.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLK012, SLF034,  SLB006,  SLK002,  SLD055,  SLD049"
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Fish Cutlets, Tapioca Chips, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Fish Cutlets, Tapioca Chips, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili, Fish,  Potatoes,  Chillies, Tapioca,  Oil,  leeks,  Jackfruit,  pepper","100, 50.0, 20, 25.0, 8.0, 7.5, 40.0, 10.0, 50.0, 5.0, 30.0, 50.0, 20.0, 50.0, 20.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLF034,  SLB006,  SLK002, SLB011,  SLJ002,  SLD055,  SLD049"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, potatoe cheese Balls, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, potatoe cheese Balls, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, cheese,  Potatoes,  pepper,  leeks,  Jackfruit,  Ginger,  Chillies","100, 50.0, 20, 10.0, 8.0, 2.5, 90.0, 10.0, 20.0, 0.5, 5.0, 30.0, 60.0, 10.0, 50.0, 10.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLD019, SLI017, , SLG002,  SLB006,  SLK018,  SLD055,  SLD049, SLK012, SLK002"
Vegetable Fried Rice,"Chicken Curry, Parippu, Wambatu Moju, Chicken Curry, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Parippu, Wambatu Moju, Chicken Curry, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Eggplant,  Vinegar, tomato sause, cheese,  Potatoes,  pepper","100, 20, 20, 10.0, 13.0, 2.5, 80.0, 30.0, 10.0, 5.0, 20.0, 0.5, 5.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLD019, SLI017, , SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken, Green pea,  Coconut milk,  Chillies,  Ginger, cheese,  Potatoes,  pepper","100, 20, 20, 5, 8.0, 2.5, 10.0, 20.0, 5.0, 90.0, 50.0, 25.0, 20.0, 25.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLC007,  SLI005, SLK002, SLK012, SLG002,  SLB006,  SLK018"
Chicken Biryani,"Chicken Curry, Chickpea Salad, Devilled Beef","Chicken Biryani with Chicken Curry, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","100, 90.0, 20, 10.0, 3, 10.0, 60.0, 30.0, 30.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLI013, SLB002, SLD021, SLH016, SLJ002, SLK002"
Chicken Biryani,"Chickpea Salad, Devilled Beef, Ginger Chicken","Chicken Biryani with Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies,  Ginger","100, 100.0, 20, 5, 3, 60.0, 30.0, 30.0, 80.0, 30.0, 15.0, 25.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI013, SLB002, SLD021, SLH016, SLJ002, SLK002, SLK012"
Chicken Biryani,"Devilled Chicken, Devilled Fish, Chickpea Salad","Chicken Biryani with Devilled Chicken, Devilled Fish, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves,  Chili, Fish, Chickpeas,  Carrot,  Cabbage","100, 100.0, 60.0, 5, 18.0, 10.0, 50.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLF006, SLI013, SLB002, SLD021"
Chicken Biryani,"Chicken Curry, Ginger Chicken, Chickpea Salad","Chicken Biryani with Chicken Curry, Ginger Chicken, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage","100, 140.0, 20, 10.0, 3, 10.0, 25.0, 10.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002, SLI013, SLB002, SLD021"
Chicken Biryani,"Devilled Fish, Devilled Beef, Ginger Chicken","Chicken Biryani with Devilled Fish, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili, Beef,  Oil,  Ginger","100, 100.0, 40.0, 5, 8.0, 50.0, 20.0, 80.0, 30.0, 25.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLF006, SLK002, SLH016, SLJ002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Fish, Chickpea Salad","Chicken Biryani with Chicken Curry, Devilled Fish, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk, Fish,  Chili, Chickpeas,  Carrot,  Cabbage","100, 90.0, 40.0, 10.0, 8.0, 10.0, 50.0, 5.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLF006, SLK002, SLI013, SLB002, SLD021"
Chicken Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef","Chicken Biryani with Chicken Curry, Ginger Chicken, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Ginger,  Chillies, Beef,  Oil","100, 140.0, 20, 10.0, 3, 10.0, 25.0, 15.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002, SLH016, SLJ002"
Chicken Biryani,"Devilled Chicken, Devilled Beef, Ginger Chicken","Chicken Biryani with Devilled Chicken, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves,  Chili, Beef,  Oil,  Ginger","100, 150.0, 40.0, 5, 13.0, 20.0, 80.0, 30.0, 25.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLH016, SLJ002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Chili,  Ginger","100, 190.0, 40.0, 10.0, 13.0, 10.0, 15.0, 25.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLK012"
Chicken Biryani,"Ginger Chicken, Chickpea Salad, Devilled Beef","Chicken Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage, Beef,  Oil","100, 100.0, 20, 5, 3, 25.0, 15.0, 60.0, 30.0, 30.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK012, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken, Devilled Beef","Chicken Biryani with Chicken Curry, Devilled Fish, Ginger Chicken, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk, Fish,  Chili,  Ginger, Beef,  Oil","100, 140.0, 40.0, 10.0, 8.0, 10.0, 50.0, 20.0, 25.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLF006, SLK002, SLK012, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Ginger Chicken, Chickpea Salad, Devilled Beef","Chicken Biryani with Chicken Curry, Ginger Chicken, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage, Beef,  Oil","100, 140.0, 20, 10.0, 3, 10.0, 25.0, 15.0, 60.0, 30.0, 30.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002"
Chicken Biryani,"Devilled Chicken, Devilled Fish, Ginger Chicken, Ginger Chicken","Chicken Biryani with Devilled Chicken, Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves,  Chili, Fish,  Ginger","100, 200.0, 60.0, 5, 18.0, 30.0, 50.0, 50.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLF006, SLK012"
Chicken Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Ginger,  Chillies, Beef,  Oil","100, 190.0, 20, 10.0, 3, 10.0, 50.0, 25.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002, SLH016, SLJ002"
Chicken Biryani,"Devilled Fish, Chickpea Salad, Devilled Beef, Ginger Chicken","Chicken Biryani with Devilled Fish, Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  Ginger","100, 100.0, 40.0, 5, 8.0, 50.0, 20.0, 60.0, 30.0, 30.0, 80.0, 30.0, 25.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLF006, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002, SLK012"
Chicken Biryani,"Chicken Curry, Chicken Curry, Devilled Chicken, Chickpea Salad","Chicken Biryani with Chicken Curry, Chicken Curry, Devilled Chicken, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Chili, Chickpeas,  Carrot,  Cabbage","100, 180.0, 40.0, 15.0, 13.0, 20.0, 5.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLI013, SLB002, SLD021"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Chili, Fish,  Ginger","100, 190.0, 60.0, 10.0, 18.0, 10.0, 20.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLF006, SLK012"
Chicken Biryani,"Devilled Chicken, Devilled Fish, Chickpea Salad, Ginger Chicken","Chicken Biryani with Devilled Chicken, Devilled Fish, Chickpea Salad, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves,  Chili, Fish, Chickpeas,  Carrot,  Cabbage,  Ginger","100, 150.0, 60.0, 5, 18.0, 20.0, 50.0, 60.0, 30.0, 30.0, 25.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLF006, SLI013, SLB002, SLD021, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad, Devilled Beef","Chicken Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Chili, Chickpeas,  Carrot,  Cabbage, Beef,  Oil","100, 140.0, 40.0, 10.0, 13.0, 10.0, 10.0, 60.0, 30.0, 30.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves,  Coconut milk,  Ginger,  Chillies, Beef,  Oil","100, 190.0, 20, 10.0, 3, 10.0, 50.0, 25.0, 80.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad","Vegetable Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Chickpeas,  Cabbage","100, 50.0, 20, 30.0, 8.0, 12.6, 90.0, 10.0, 5.0, 60.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLI013, SLD021"
Vegetable Biryani,"Devilled Chicken, Chickpea Salad, Devilled Beef","Vegetable Biryani with Devilled Chicken, Chickpea Salad, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili, Chickpeas,  Cabbage, Beef,  Oil","100, 50.0, 20, 30.0, 3, 12.6, 50.0, 10.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLI013, SLD021, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Chickpea Salad, Devilled Beef","Vegetable Biryani with Chicken Curry, Chickpea Salad, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Chickpeas,  Cabbage, Beef,  Oil,  chillies","100, 50.0, 20, 10, 8.0, 2.6, 40.0, 10.0, 60.0, 30.0, 80.0, 30.0, 5.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLI013, SLD021, SLH016, SLJ002, SLK002"
Vegetable Biryani,"Chicken Curry, Chicken Curry, Devilled Chicken","Vegetable Biryani with Chicken Curry, Chicken Curry, Devilled Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili","100, 20, 20, 30.0, 13.0, 12.6, 130.0, 20.0, 5.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002"
Vegetable Biryani,"Chicken Curry, Ginger Chicken, Ginger Chicken","Vegetable Biryani with Chicken Curry, Ginger Chicken, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies","100, 20, 20, 10, 8.0, 2.6, 140.0, 10.0, 50.0, 20.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK012, SLK002"
Vegetable Biryani,"Chicken Curry, Chicken Curry, Chickpea Salad","Vegetable Biryani with Chicken Curry, Chicken Curry, Chickpea Salad","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Chickpeas,  Cabbage","100, 50.0, 20, 10, 13.0, 2.6, 80.0, 20.0, 60.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLI013, SLD021"
Vegetable Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken","Vegetable Biryani with Chicken Curry, Devilled Fish, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Ginger","100, 20, 20, 30.0, 8.0, 7.6, 90.0, 10.0, 50.0, 15.0, 25.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLK012"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Beef,  Oil","100, 20, 20, 30.0, 8.0, 12.6, 90.0, 10.0, 10.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Beef,  Oil","100, 20, 20, 30.0, 8.0, 12.6, 90.0, 10.0, 10.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLH016, SLJ002"
Vegetable Biryani,"Ginger Chicken, Chickpea Salad, Devilled Beef","Vegetable Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Chickpeas,  Cabbage, Beef,  Oil","100, 50.0, 20, 10, 3, 2.6, 50.0, 25.0, 15.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLK012, SLK002, SLI013, SLD021, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Fish, Beef,  Oil","100, 20, 20, 50.0, 8.0, 17.6, 90.0, 10.0, 15.0, 50.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLF006, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Vegetable Biryani with Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Beef,  Oil","100, 20, 20, 10, 8.0, 2.6, 140.0, 10.0, 50.0, 25.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK012, SLK002, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Devilled Beef, Ginger Chicken","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Beef, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Beef,  Oil,  Ginger","100, 20, 20, 30.0, 8.0, 12.6, 140.0, 10.0, 20.0, 80.0, 30.0, 25.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLH016, SLJ002, SLK012"
Vegetable Biryani,"Ginger Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Vegetable Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Chickpeas,  Cabbage, Beef,  Oil","100, 50.0, 20, 10, 3, 2.6, 100.0, 50.0, 25.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLK012, SLK002, SLI013, SLD021, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Chicken Curry, Devilled Fish, Ginger Chicken","Vegetable Biryani with Chicken Curry, Chicken Curry, Devilled Fish, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Ginger","100, 20, 20, 30.0, 13.0, 7.6, 130.0, 20.0, 50.0, 15.0, 25.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLK012"
Vegetable Biryani,"Devilled Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Vegetable Biryani with Devilled Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili, Chickpeas,  Cabbage, Beef,  Oil,  Ginger","100, 50.0, 20, 30.0, 3, 12.6, 100.0, 20.0, 60.0, 30.0, 80.0, 30.0, 25.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLI013, SLD021, SLH016, SLJ002, SLK012"
Vegetable Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad, Devilled Beef","Vegetable Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Chickpeas,  Cabbage, Beef,  Oil","100, 50.0, 20, 30.0, 8.0, 12.6, 90.0, 10.0, 10.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLI013, SLD021, SLH016, SLJ002"
Vegetable Biryani,"Chicken Curry, Chicken Curry, Devilled Fish, Chickpea Salad","Vegetable Biryani with Chicken Curry, Chicken Curry, Devilled Fish, Chickpea Salad","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili, Chickpeas,  Cabbage","100, 50.0, 20, 30.0, 13.0, 7.6, 80.0, 20.0, 50.0, 5.0, 60.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLI013, SLD021"
Vegetable Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken, Ginger Chicken","Vegetable Biryani with Chicken Curry, Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Ginger","100, 20, 20, 30.0, 8.0, 7.6, 140.0, 10.0, 50.0, 25.0, 50.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLK012"
Vegetable Biryani,"Devilled Chicken, Ginger Chicken, Chickpea Salad, Devilled Beef","Vegetable Biryani with Devilled Chicken, Ginger Chicken, Chickpea Salad, Devilled Beef","Rice,  carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Ginger, Chickpeas,  Cabbage, Beef,  Oil","100, 50.0, 20, 30.0, 3, 12.6, 100.0, 20.0, 25.0, 60.0, 30.0, 80.0, 30.0","SLA008, SLB002,  SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLK012, SLI013, SLD021, SLH016, SLJ002"
Fish Biryani,"Devilled Fish, Ginger Chicken, Ginger Chicken","Fish Biryani with Devilled Fish, Ginger Chicken, Ginger Chicken","Rice,  Fish, onion,  Spices, curry leaves,  Chili, Chicken,  Ginger","100, 100.0, 40.0, 5, 8.0, 25.0, 100.0, 50.0","SLA008, SLF006, SLD060, SLK006, SLK009, SLK002, SLH006, SLK012"
Fish Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken","Fish Biryani with Chicken Curry, Devilled Fish, Ginger Chicken","Rice,  Fish, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Ginger","100, 100.0, 40.0, 10.0, 8.0, 90.0, 10.0, 15.0, 25.0","SLA008, SLF006, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLK012"
Fish Biryani,"Chicken Curry, Devilled Chicken, Chickpea Salad","Fish Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad","Rice,  Fish, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Chickpeas,  Carrot,  Cabbage","100, 50, 40.0, 10.0, 13.0, 90.0, 10.0, 5.0, 60.0, 30.0, 30.0","SLA008, SLF006, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLI013, SLB002, SLD021"
Fish Biryani,"Chicken Curry, Devilled Fish, Devilled Beef","Fish Biryani with Chicken Curry, Devilled Fish, Devilled Beef","Rice,  Fish, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili, Beef,  Oil","100, 100.0, 40.0, 10.0, 8.0, 40.0, 10.0, 10.0, 80.0, 30.0","SLA008, SLF006, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLH016, SLJ002"
Fish Biryani,"Chicken Curry, Devilled Chicken, Devilled Fish","Fish Biryani with Chicken Curry, Devilled Chicken, Devilled Fish","Rice,  Fish, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili","100, 100.0, 60.0, 10.0, 18.0, 90.0, 10.0, 10.0","SLA008, SLF006, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002"
Fish Biryani,"Chicken Curry, Chickpea Salad, Ginger Chicken","Fish Biryani with Chicken Curry, Chickpea Salad, Ginger Chicken","Rice,  Fish, onion,  Spices, curry leaves, Chicken,  Coconut milk, Chickpeas,  Carrot,  Cabbage,  Ginger,  Chillies","100, 50, 20, 10.0, 3, 90.0, 10.0, 60.0, 30.0, 30.0, 25.0, 10.0","SLA008, SLF006, SLD060, SLK006, SLK009, SLH006, SLI005, SLI013, SLB002, SLD021, SLK012, SLK002"
